,participant,block,trial_num,modality,stim_level,stim_value,rating,RT,vas_initial_value,block_onset,trial_onset,fixation_onset,anticipation_duration,stim_onset,stim_duration,stim_offset,stim_rating_delay,rating_onset,rating_offset,iti_duration
1172,sub-27,1,22,vision,5,0.95,89.28125,5.072197559,65,3774.7251,4134.957896,4136.459577,3.5,4139.963454,2,4141.965679,6,4147.955551,4153.027749,4
1173,sub-27,1,23,vision,3,0.5,63.79296875,1.368229023,35,3774.7251,4157.048976,4158.550629,3,4161.553974,2,4163.556022,6,4169.546034,4170.914263,5
1174,sub-27,1,24,vision,2,0.275,20.86588542,2.235893767,95,3774.7251,4175.936477,4177.438128,3.5,4180.941998,2,4182.944226,5,4187.932947,4190.168841,5
1175,sub-27,1,25,vision,2,0.275,22.36979167,1.668539531,35,3774.7251,4195.190945,4196.692581,3.5,4200.196448,2,4202.198774,6,4208.188681,4209.85722,2
1176,sub-27,2,1,pain,5,49,66.63411458,2.21922936,5,4225.639286,4225.641264,4227.142948,3,4230.094989,2,4232.098346,5,4237.137208,4239.356437,2
1177,sub-27,2,2,pain,4,48,35,1.868848044,35,4225.639286,4241.375301,4242.876985,2,4244.818894,2,4246.81455,6,4252.871197,4254.740045,4
1178,sub-27,2,3,pain,1,45,26.94921875,2.202487905,5,4225.639286,4258.761077,4260.262727,2.5,4262.701785,2,4264.700946,6,4270.757612,4272.9601,3
1179,sub-27,2,4,pain,3,47,41.41080729,2.886501108,95,4225.639286,4275.980199,4277.481858,3.5,4280.921859,2,4282.921087,6,4288.977794,4291.864295,3
1180,sub-27,2,5,pain,2,46,35,1.868789348,35,4225.639286,4294.88425,4296.385934,2,4298.327782,2,4300.323582,5,4305.379213,4307.248002,5
1181,sub-27,2,6,pain,4,48,52.13867188,2.702987916,65,4225.639286,4312.270215,4313.771867,3,4316.709331,2,4318.710653,5,4323.766108,4326.469096,2
1182,sub-27,2,7,pain,5,49,71.71289063,2.002343358,65,4225.639286,4328.504698,4330.006447,3.5,4333.432278,2,4335.429057,6,4341.485639,4343.487982,3
1183,sub-27,2,8,pain,3,47,49.06770833,2.936622439,65,4225.639286,4346.507956,4348.009639,2,4349.95036,2,4351.947198,6,4358.00395,4360.940573,3
1184,sub-27,2,9,pain,2,46,24.58138021,5.372667455,5,4225.639286,4363.960577,4365.462226,3,4368.403254,2,4370.400967,5,4375.456534,4380.829202,4
1185,sub-27,2,10,pain,4,48,33.66015625,2.269122442,35,4225.639286,4384.850172,4386.351937,3,4389.291331,2,4391.290725,5,4396.346245,4398.615367,4
1186,sub-27,2,11,pain,5,49,67.36588542,1.20129727,5,4225.639286,4402.636457,4404.138239,2.5,4406.577021,2,4408.576427,5,4413.631989,4414.833286,5
1187,sub-27,2,12,pain,5,49,83.41992188,1.48502611,95,4225.639286,4419.855538,4421.357108,3,4424.296406,2,4426.295918,6,4432.352641,4433.837668,4
1188,sub-27,2,13,pain,3,47,48.36979167,1.601805721,95,4225.639286,4437.858738,4439.360462,2,4441.300343,2,4443.298031,6,4449.354666,4450.956472,3
1189,sub-27,2,14,pain,3,47,27.1640625,2.502879193,35,4225.639286,4453.976433,4455.478072,3.5,4458.919411,2,4460.917422,6,4466.974175,4469.477054,3
1190,sub-27,2,15,pain,1,45,25.3203125,3.020103747,5,4225.639286,4472.496968,4473.998531,3.5,4477.439477,2,4479.438003,5,4484.493469,4487.513573,2
1191,sub-27,2,16,pain,4,48,57.69726563,1.485132589,95,4225.639286,4489.532403,4491.033979,2.5,4493.475514,2,4495.472338,5,4500.527756,4502.012889,4
1192,sub-27,2,17,pain,5,49,70.20898438,1.518488268,35,4225.639286,4506.033867,4507.535645,3.5,4510.975635,2,4512.97485,5,4518.030409,4519.548897,5
1193,sub-27,2,18,pain,2,46,37.25195313,1.284868426,35,4225.639286,4524.57102,4526.07275,2,4528.011304,2,4530.010439,5,4535.0659,4536.350768,5
1194,sub-27,2,19,pain,2,46,26.94401042,1.334942715,65,4225.639286,4541.372905,4542.874631,2.5,4545.312782,2,4547.312821,6,4553.3694,4554.704343,4
1195,sub-27,2,20,pain,1,45,63.89648438,1.635286814,95,4225.639286,4558.725453,4560.227097,2,4562.165321,2,4564.164661,5,4569.220218,4570.855505,3
1196,sub-27,2,21,pain,2,46,39.31770833,2.335960706,5,4225.639286,4573.875523,4575.377076,2,4577.318552,2,4579.314708,5,4584.370262,4586.706222,2
1197,sub-27,2,22,pain,1,45,55.46028646,1.902226316,5,4225.639286,4588.74189,4590.243513,2,4592.169369,2,4594.16451,5,4599.220005,4601.122231,2
1198,sub-27,2,23,pain,3,47,35,0.867669731,35,4225.639286,4603.157684,4604.659371,2.5,4607.085865,2,4609.080886,6,4615.137558,4616.005228,2
1199,sub-27,2,24,pain,1,45,31.1640625,2.769732189,95,4225.639286,4618.024168,4619.525866,3.5,4622.967732,2,4624.965119,5,4630.020637,4632.790369,4
1200,sub-27,2,25,pain,4,48,56.43945313,2.669752486,65,4225.639286,4636.811566,4638.313242,3,4641.253881,2,4643.251913,6,4649.308574,4651.978327,2
1201,sub-28,1,1,vision,3,0.5,47.43164063,4.571640937,95,4476.899621,4476.93505,4478.436698,2,4480.405475,2,4482.407631,6,4488.397655,4492.969296,2
1202,sub-28,1,2,vision,2,0.275,48.9296875,3.287115286,65,4476.899621,4495.004944,4496.506642,3.5,4499.993746,2,4501.996021,5,4506.984706,4510.271821,3
1203,sub-28,1,3,vision,1,0.05,18.32421875,3.720681057,5,4476.899621,4513.291817,4514.793473,3,4517.796796,2,4519.798997,6,4525.78889,4529.509571,4
1204,sub-28,1,4,vision,4,0.725,71.18098958,3.871076056,95,4476.899621,4533.530815,4535.032468,3.5,4538.536266,2,4540.538544,6,4546.528387,4550.399463,4
1205,sub-28,1,5,vision,2,0.275,48.94010417,3.253656841,35,4476.899621,4554.420536,4555.922189,3,4558.925497,2,4560.927708,6,4566.917587,4570.171244,3
1206,sub-28,1,6,vision,4,0.725,75.4375,2.386015504,35,4476.899621,4573.191251,4574.692815,3,4577.696118,2,4579.698408,6,4585.688313,4588.074329,5
1207,sub-28,1,7,vision,1,0.05,15.82096354,2.486006688,65,4476.899621,4593.09645,4594.598197,2,4596.600325,2,4598.602605,6,4604.592506,4607.078513,5
1208,sub-28,1,8,vision,3,0.5,48.74479167,2.486131257,35,4476.899621,4612.100813,4613.602471,2,4615.604633,2,4617.606904,6,4623.596791,4626.082922,2
1209,sub-28,1,9,vision,1,0.05,13.26497396,1.785345675,65,4476.899621,4628.118422,4629.620156,3.5,4633.107269,2,4635.109556,6,4641.099443,4642.884789,3
1210,sub-28,1,10,vision,5,0.95,98.52018229,3.353713693,95,4476.899621,4645.90476,4647.406444,2.5,4649.909132,2,4651.911425,6,4657.901312,4661.255026,3
1211,sub-28,1,11,vision,3,0.5,48.54166667,2.319298716,35,4476.899621,4664.275069,4665.776632,3,4668.780028,2,4670.782264,5,4675.770927,4678.090226,3
1212,sub-28,1,12,vision,4,0.725,48.70833333,2.285913487,35,4476.899621,4681.11027,4682.611921,3.5,4686.11582,2,4688.118037,6,4694.10792,4696.393834,5
1213,sub-28,1,13,vision,2,0.275,15.91992188,2.30255592,95,4476.899621,4701.416036,4702.917624,2.5,4705.420389,2,4707.422663,5,4712.411489,4714.714045,4
1214,sub-28,1,14,vision,4,0.725,48.48242188,2.669718249,95,4476.899621,4718.735109,4720.236775,3,4723.240109,2,4725.242322,6,4731.232158,4733.901877,5
1215,sub-28,1,15,vision,3,0.5,47.77799479,1.985576785,65,4476.899621,4739.291129,4740.792807,3.5,4744.279922,2,4746.282196,6,4752.288775,4754.274352,4
1216,sub-28,1,16,vision,1,0.05,11.29296875,1.952201558,5,4476.899621,4758.295338,4759.797114,2.5,4762.299791,2,4764.302084,5,4769.290871,4771.243073,3
1217,sub-28,1,17,vision,5,0.95,97.45963542,2.085726786,35,4476.899621,4774.263054,4775.76472,2,4777.766934,2,4779.769139,5,4784.757907,4786.843633,2
1218,sub-28,1,18,vision,4,0.725,47.45052083,2.46952826,95,4476.899621,4788.879194,4790.380769,2,4792.366313,2,4794.368513,5,4799.357294,4801.826822,5
1219,sub-28,1,19,vision,5,0.95,98.20117188,2.119070703,5,4476.899621,4806.848984,4808.350672,3.5,4811.854538,2,4813.856667,6,4819.846637,4821.965708,2
1220,sub-28,1,20,vision,5,0.95,98.00520833,1.267996163,95,4476.899621,4824.001272,4825.50293,3,4828.489571,2,4830.491776,6,4836.481682,4837.749678,4
1221,sub-28,1,21,vision,2,0.275,17.19466146,2.235855065,95,4476.899621,4841.770887,4843.272533,2.5,4845.775218,2,4847.777431,5,4852.766298,4855.002153,2
1222,sub-28,1,22,vision,2,0.275,15.07291667,1.418345024,5,4476.899621,4857.03771,4858.539389,2,4860.524911,2,4862.527154,6,4868.516958,4869.935303,2
1223,sub-28,1,23,vision,3,0.5,47.4375,2.169196544,65,4476.899621,4871.970898,4873.472529,2,4875.458041,2,4877.460268,5,4882.448953,4884.618149,4
1224,sub-28,1,24,vision,1,0.05,9.281901042,1.935528124,65,4476.899621,4888.639258,4890.140829,2.5,4892.643592,2,4894.645876,5,4899.634668,4901.570196,3
1225,sub-28,1,25,vision,5,0.95,98.84700521,1.368148698,65,4476.899621,4904.590154,4906.091838,3.5,4909.595622,2,4911.597833,5,4916.586706,4917.954855,5
1226,sub-28,2,1,pain,3,47,67.69140625,4.288204382,5,4959.131682,4959.150384,4960.652032,3.5,4964.088217,2,4966.091392,5,4971.130186,4975.418391,3
1227,sub-28,2,2,pain,4,48,85.26692708,2.469459532,95,4959.131682,4978.43829,4979.939983,2.5,4982.38148,2,4984.378205,5,4989.43366,4991.90312,4
1228,sub-28,2,3,pain,2,46,38.13020833,1.868865386,95,4959.131682,4995.924298,4997.425872,2.5,4999.86627,2,5001.864171,5,5006.919609,5008.788474,4
1229,sub-28,2,4,pain,4,48,81.15429688,3.253725335,5,4959.131682,5012.809567,5014.311239,2,5016.251266,2,5018.248908,5,5023.304357,5026.558082,3
1230,sub-28,2,5,pain,1,45,30.99739583,1.868862126,5,4959.131682,5029.578057,5031.07973,3.5,5034.52102,2,5036.518953,6,5042.575628,5044.44449,2
1231,sub-28,2,6,pain,5,49,66.57096354,1.401670007,65,4959.131682,5046.480059,5047.981715,2.5,5050.407796,2,5052.403186,6,5058.459813,5059.861483,2
1232,sub-28,2,7,pain,5,49,91.95833333,2.986792323,95,4959.131682,5061.896961,5063.398728,2.5,5065.824531,2,5067.820243,5,5072.875678,5075.862471,2
1233,sub-28,2,8,pain,3,47,46.63216146,1.918927512,95,4959.131682,5077.897957,5079.399711,3,5082.325853,2,5084.321776,6,5090.37836,5092.297288,2
1234,sub-28,2,9,pain,1,45,40.89453125,1.902230432,35,4959.131682,5094.31617,5095.81782,3.5,5099.259843,2,5101.257039,5,5106.312602,5108.214832,5
1235,sub-28,2,10,pain,1,45,45.20572917,1.485110538,5,4959.131682,5113.23693,5114.738698,3,5117.678266,2,5119.677347,6,5125.734032,5127.219142,5
1236,sub-28,2,11,pain,2,46,47.82421875,2.019018818,35,4959.131682,5132.241311,5133.742995,2.5,5136.182046,2,5138.181155,6,5144.237791,5146.256809,5
1237,sub-28,2,12,pain,1,45,45.32877604,2.152373158,5,4959.131682,5151.278974,5152.78071,2,5154.719203,2,5156.718341,6,5162.77495,5164.927323,2
1238,sub-28,2,13,pain,4,48,75.65039063,2.169197915,5,4959.131682,5166.963018,5168.464645,3,5171.390592,2,5173.38674,6,5179.443284,5181.612482,5
1239,sub-28,2,14,pain,5,49,90.65234375,1.852176741,35,4959.131682,5186.634602,5188.136342,2.5,5190.57553,2,5192.574564,5,5197.630013,5199.48219,3
1240,sub-28,2,15,pain,3,47,48.91796875,1.702016436,35,4959.131682,5202.502191,5204.003847,3.5,5207.445402,2,5209.443177,5,5214.498627,5216.200643,3
1241,sub-28,2,16,pain,2,46,49.34570313,1.635136568,35,4959.131682,5219.220622,5220.72229,2,5222.663787,2,5224.659938,5,5229.715432,5231.350569,4
1242,sub-28,2,17,pain,3,47,49.64518229,2.052333632,5,4959.131682,5235.371757,5236.873436,3,5239.814228,2,5241.812253,6,5247.868836,5249.92117,2
1243,sub-28,2,18,pain,5,49,97.51497396,2.986716435,65,4959.131682,5251.956668,5253.458409,2,5255.384093,2,5257.379363,5,5262.434889,5265.421606,5
1244,sub-28,2,19,pain,4,48,65,1.401678442,65,4959.131682,5270.443716,5271.945494,2.5,5274.384008,2,5276.383667,5,5281.439145,5282.840824,4
1245,sub-28,2,20,pain,1,45,33.52669271,2.319359304,65,4959.131682,5286.861895,5288.363621,3.5,5291.803642,2,5293.802831,5,5298.858358,5301.177717,4
1246,sub-28,2,21,pain,5,49,89.92252604,3.470631999,5,4959.131682,5305.198794,5306.700402,2.5,5309.140696,2,5311.138734,5,5316.194158,5319.66479,2
1247,sub-28,2,22,pain,2,46,40.51041667,2.736469692,35,4959.131682,5321.700243,5323.202015,3,5326.128034,2,5328.124009,5,5333.179575,5335.916045,5
1248,sub-28,2,23,pain,4,48,65.88541667,2.653055285,35,4959.131682,5340.938221,5342.439837,3,5345.379368,2,5347.378727,6,5353.43524,5356.088295,4
1249,sub-28,2,24,pain,3,47,49.63997396,1.568565408,65,4959.131682,5360.476381,5361.978133,3,5364.914274,2,5366.916909,6,5372.973465,5374.54203,4
1250,sub-28,2,25,pain,2,46,31.09895833,2.102409848,5,4959.131682,5378.562981,5380.064659,3.5,5383.504482,2,5385.504079,5,5390.559541,5392.661951,5
1251,sub-29,1,1,vision,2,0.275,43.54882813,3.78717647,65,4837.126544,4837.161987,4838.663511,3,4841.633487,2,4843.635773,5,4848.641636,4852.428812,5
1252,sub-29,1,2,vision,3,0.5,62.36067708,4.221371963,5,4837.126544,4857.451033,4858.9526,2.5,4861.455452,2,4863.457562,6,4869.447535,4873.668907,3
1253,sub-29,1,3,vision,2,0.275,48.87955729,1.802116464,65,4837.126544,4876.688907,4878.190568,2.5,4880.693329,2,4882.695532,6,4888.685353,4890.487469,3
1254,sub-29,1,4,vision,5,0.95,98.68164063,2.269284038,65,4837.126544,4893.507455,4895.009116,2.5,4897.511929,2,4899.514137,6,4905.503919,4907.773203,5
1255,sub-29,1,5,vision,2,0.275,42.82291667,1.802073614,95,4837.126544,4912.79541,4914.296987,2.5,4916.799842,2,4918.801951,5,4923.790791,4925.592864,5
1256,sub-29,1,6,vision,5,0.95,97.09570313,1.752007035,95,4837.126544,4930.615076,4932.116726,2,4934.118935,2,4936.121028,6,4942.111038,4943.863045,3
1257,sub-29,1,7,vision,3,0.5,46.63216146,2.035659448,95,4837.126544,4946.883012,4948.384596,3,4951.387994,2,4953.390121,6,4959.380029,4961.415688,4
1258,sub-29,1,8,vision,5,0.95,99.55078125,1.985597316,35,4837.126544,4965.436734,4966.938489,2.5,4969.441251,2,4971.443331,5,4976.432225,4978.417822,2
1259,sub-29,1,9,vision,2,0.275,24.85416667,1.635271377,35,4837.126544,4980.453384,4981.954921,2,4983.940566,2,4985.942774,5,4990.931455,4992.566726,2
1260,sub-29,1,10,vision,4,0.725,61.37109375,2.285878929,65,4837.126544,4994.602248,4996.104032,3.5,4999.591097,2,5001.593383,5,5006.582078,5008.867957,3
1261,sub-29,1,11,vision,3,0.5,30.16015625,2.169109588,65,4837.126544,5011.888039,5013.38965,3,5016.393081,2,5018.395264,6,5024.385135,5026.554245,5
1262,sub-29,1,12,vision,3,0.5,28.71614583,1.835419377,95,4837.126544,5031.576421,5033.078108,3.5,5036.581864,2,5038.584182,5,5043.572971,5045.40839,4
1263,sub-29,1,13,vision,5,0.95,98.26888021,2.119097045,35,4837.126544,5049.429455,5050.931139,2,5052.933238,2,5054.935567,6,5060.925408,5063.044505,2
1264,sub-29,1,14,vision,1,0.05,10.08268229,2.035706625,95,4837.126544,5065.080004,5066.581744,2,5068.567187,2,5070.569473,6,5076.55933,5078.595036,2
1265,sub-29,1,15,vision,1,0.05,4.697916667,2.252566443,65,4837.126544,5080.630544,5082.132269,3.5,5085.619298,2,5087.621617,5,5092.610378,5094.862945,4
1266,sub-29,1,16,vision,3,0.5,28.60742188,1.618488746,95,4837.126544,5098.884014,5100.385609,2.5,5102.888383,2,5104.890668,5,5109.879471,5111.49796,3
1267,sub-29,1,17,vision,4,0.725,43.81835938,2.085782529,65,4837.126544,5114.517841,5116.019613,2,5118.021714,2,5120.024031,5,5125.012724,5127.098507,4
1268,sub-29,1,18,vision,1,0.05,15.86328125,3.036696019,5,4837.126544,5131.119582,5132.621345,2,5134.623511,2,5136.625734,6,5142.615584,5145.65228,5
1269,sub-29,1,19,vision,1,0.05,16.99153646,2.035539048,95,4837.126544,5150.674519,5152.176173,2,5154.178294,2,5156.180586,6,5162.170481,5164.20602,5
1270,sub-29,1,20,vision,2,0.275,44.97916667,3.036594524,35,4837.126544,5169.228219,5170.729976,3,5173.733292,2,5175.735501,6,5181.725396,5184.76199,4
1271,sub-29,1,21,vision,5,0.95,98.67447917,1.451656905,95,4837.126544,5188.783228,5190.284889,3.5,5193.788673,2,5195.79097,5,5200.779738,5202.231395,2
1272,sub-29,1,22,vision,4,0.725,80.93164063,1.618579304,65,4837.126544,5204.266904,5205.768635,3.5,5209.255828,2,5211.257937,5,5216.246739,5217.865318,5
1273,sub-29,1,23,vision,4,0.725,73.38606771,1.284853014,65,4837.126544,5222.887513,5224.389181,3,5227.375755,2,5229.377998,6,5235.384541,5236.669394,2
1274,sub-29,1,24,vision,1,0.05,9.117838542,1.485106168,5,4837.126544,5238.70489,5240.206551,3,5243.193261,2,5245.195471,6,5251.185268,5252.670375,3
1275,sub-29,1,25,vision,4,0.725,49.43229167,1.218061084,35,4837.126544,5255.690343,5257.192034,3.5,5260.695825,2,5262.698016,5,5267.686902,5268.904963,4
1276,sub-29,2,1,pain,2,46,29.64518229,4.388311101,65,5282.234281,5282.2529,5283.754673,3,5286.691238,2,5288.693455,5,5293.732209,5298.12052,5
1277,sub-29,2,2,pain,5,49,38.12369792,1.818717598,5,5282.234281,5303.142691,5304.64438,2.5,5307.083481,2,5309.082608,5,5314.138141,5315.956859,3
1278,sub-29,2,3,pain,5,49,57.93684896,2.87007836,5,5282.234281,5318.976831,5320.478435,2.5,5322.920101,2,5324.916712,5,5329.972186,5332.842264,4
1279,sub-29,2,4,pain,2,46,19.57486979,2.986654159,95,5282.234281,5336.863146,5338.365016,3.5,5341.804545,2,5343.80425,6,5349.860914,5352.847568,3
1280,sub-29,2,5,pain,4,48,16.11328125,1.284808387,35,5282.234281,5355.867534,5357.369224,2.5,5359.810328,2,5361.80746,6,5367.864075,5369.148883,2
1281,sub-29,2,6,pain,2,46,19.56445313,1.968982633,65,5282.234281,5371.167789,5372.669348,2,5374.610798,2,5376.606994,5,5381.662546,5383.631528,2
1282,sub-29,2,7,pain,3,47,35.39322917,1.601815251,95,5282.234281,5385.667096,5387.168674,3.5,5390.594826,2,5392.591295,6,5398.648041,5400.249857,5
1283,sub-29,2,8,pain,1,45,16.63736979,1.468396889,5,5282.234281,5405.272081,5406.773717,3.5,5410.211131,2,5412.213056,6,5418.269629,5419.738026,4
1284,sub-29,2,9,pain,4,48,38.77278646,1.117817216,35,5282.234281,5423.759097,5425.260785,2,5427.200981,2,5429.198465,6,5435.255094,5436.372911,3
1285,sub-29,2,10,pain,2,46,37.36979167,2.102369632,95,5282.234281,5439.393007,5440.89471,3,5443.836157,2,5445.833486,5,5450.889009,5452.991379,5
1286,sub-29,2,11,pain,5,49,51.65625,1.36828518,35,5282.234281,5458.013596,5459.515152,3.5,5462.954439,2,5464.954495,5,5470.010053,5471.378338,3
1287,sub-29,2,12,pain,1,45,18.078125,2.402710126,5,5282.234281,5474.3983,5475.899981,3.5,5479.339994,2,5481.339315,5,5486.394849,5488.797559,2
1288,sub-29,2,13,pain,1,45,20.67057292,2.819918011,5,5282.234281,5490.833136,5492.334787,2,5494.259971,2,5496.255747,6,5502.312316,5505.132234,3
1289,sub-29,2,14,pain,5,49,55.96484375,1.668551673,35,5282.234281,5508.152204,5509.65389,2.5,5512.095328,2,5514.09213,6,5520.148756,5521.817308,3
1290,sub-29,2,15,pain,3,47,6.162760417,1.368320357,5,5282.234281,5524.83731,5526.339008,3,5529.280666,2,5531.277666,5,5536.333199,5537.701519,4
1291,sub-29,2,16,pain,5,49,60.93033854,2.202540283,65,5282.234281,5541.72259,5543.224181,2,5545.164237,2,5547.161848,6,5553.218509,5555.421049,2
1292,sub-29,2,17,pain,1,45,8.504557292,1.585145053,95,5282.234281,5557.456551,5558.958327,2.5,5561.384789,2,5563.379843,5,5568.435269,5570.020414,2
1293,sub-29,2,18,pain,3,47,17.86588542,2.819904259,35,5282.234281,5572.056075,5573.557781,3,5576.483919,2,5578.479832,5,5583.53527,5586.355174,4
1294,sub-29,2,19,pain,2,46,13.28515625,2.51959347,5,5282.234281,5590.376265,5591.877907,3,5594.817669,2,5596.816729,6,5602.873268,5605.392861,4
1295,sub-29,2,20,pain,1,45,12.86914063,1.151402259,35,5282.234281,5609.41392,5610.915605,3.5,5614.355871,2,5616.354933,5,5621.410386,5622.561788,3
1296,sub-29,2,21,pain,4,48,43.50325521,2.886659767,5,5282.234281,5625.581772,5627.083357,2,5629.024582,2,5631.021122,6,5637.077664,5639.964324,2
1297,sub-29,2,22,pain,4,48,50.88541667,1.651974498,65,5282.234281,5641.99982,5643.501566,3.5,5646.92729,2,5648.924225,6,5654.980743,5656.632718,5
1298,sub-29,2,23,pain,3,47,42.19335938,1.501804039,5,5282.234281,5661.654892,5663.156585,3,5666.095983,2,5668.09542,5,5673.150802,5674.652606,4
1299,sub-29,2,24,pain,3,47,28.33203125,2.40270807,95,5282.234281,5678.673666,5680.175362,3,5683.116083,2,5685.11413,5,5690.169608,5692.572316,4
1300,sub-29,2,25,pain,4,48,42.98763021,1.234831952,35,5282.234281,5696.593432,5698.095118,2.5,5700.535176,2,5702.533259,6,5708.589898,5709.82473,5
1301,sub-31,1,1,vision,3,0.5,49.04622396,4.872102007,65,2936.758231,2936.794586,2938.296167,3,2941.266171,2,2943.268421,6,2949.258304,2954.130406,5
1302,sub-31,1,2,vision,2,0.275,30.50325521,3.904232002,35,2936.758231,2959.152487,2960.654253,2,2962.65648,2,2964.658643,5,2969.647464,2973.551696,2
1303,sub-31,1,3,vision,4,0.725,70.89192708,5.155751645,5,2936.758231,2975.570613,2977.072373,2.5,2979.575131,2,2981.577257,5,2986.566123,2991.721875,2
1304,sub-31,1,4,vision,5,0.95,93.10026042,3.520506807,35,2936.758231,2993.757333,2995.259021,3.5,2998.7462,2,3000.74846,6,3006.738361,3010.258867,4
1305,sub-31,1,5,vision,5,0.95,97.75911458,2.385909771,5,2936.758231,3014.279972,3015.781705,2.5,3018.28454,2,3020.286708,5,3025.275506,3027.661416,4
1306,sub-31,1,6,vision,3,0.5,15.84244792,6.089974232,65,2936.758231,3031.682599,3033.184272,3,3036.187631,2,3038.189775,6,3044.179706,3050.26968,2
1307,sub-31,1,7,vision,4,0.725,23.59114583,2.269218618,65,2936.758231,3052.288696,3053.790227,2.5,3056.292983,2,3058.295309,6,3064.285205,3066.554423,2
1308,sub-31,1,8,vision,5,0.95,97.13867188,3.554040533,5,2936.758231,3068.590009,3070.091653,3.5,3073.578838,2,3075.581048,6,3081.570879,3085.124919,4
1309,sub-31,1,9,vision,1,0.05,3.837890625,11.5127478,35,2936.758231,3089.146017,3090.647715,3,3093.650868,2,3095.653197,5,3100.641994,3112.154742,4
1310,sub-31,1,10,vision,5,0.95,95.28190104,3.78743911,95,2936.758231,3116.175822,3117.677477,3.5,3121.181355,2,3123.183567,6,3129.173468,3132.960907,5
1311,sub-31,1,11,vision,2,0.275,19.828125,3.070105927,35,2936.758231,3137.98328,3139.484886,2,3141.487101,2,3143.489222,5,3148.478088,3151.548194,3
1312,sub-31,1,12,vision,3,0.5,45.69140625,1.868659669,5,2936.758231,3154.568074,3156.069821,3,3159.073181,2,3161.075368,6,3167.065269,3168.933928,3
1313,sub-31,1,13,vision,5,0.95,90.10872396,6.140261337,35,2936.758231,3171.953956,3173.455586,2.5,3175.958376,2,3177.960637,5,3182.949346,3189.089607,3
1314,sub-31,1,14,vision,4,0.725,71.49283854,3.003392438,95,2936.758231,3192.109579,3193.611263,3.5,3197.115101,2,3199.117354,6,3205.107214,3208.110607,3
1315,sub-31,1,15,vision,3,0.5,44.11393229,2.05219424,65,2936.758231,3211.130581,3212.632166,3.5,3216.136112,2,3218.138203,5,3223.127119,3225.179313,2
1316,sub-31,1,16,vision,1,0.05,5.014973958,3.887653328,5,2936.758231,3227.214924,3228.716625,2.5,3231.20276,2,3233.204946,5,3238.193671,3242.081324,2
1317,sub-31,1,17,vision,4,0.725,77.50325521,4.688543743,5,2936.758231,3244.100183,3245.601954,2,3247.604053,2,3249.606259,6,3255.596182,3260.284726,3
1318,sub-31,1,18,vision,1,0.05,2.694010417,4.071203267,95,2936.758231,3263.304704,3264.806396,3.5,3268.310223,2,3270.312555,5,3275.301354,3279.372558,3
1319,sub-31,1,19,vision,4,0.725,77.57096354,3.320406821,5,2936.758231,3282.392552,3283.894199,2.5,3286.396969,2,3288.399079,6,3294.389047,3297.709453,2
1320,sub-31,1,20,vision,3,0.5,66.0390625,3.754178453,5,2936.758231,3299.744906,3301.246673,3,3304.23323,2,3306.23553,5,3311.22422,3314.978399,2
1321,sub-31,1,21,vision,2,0.275,28.92382813,4.721975578,65,2936.758231,3317.014076,3318.515621,2,3320.501266,2,3322.503475,5,3327.492176,3332.214151,3
1322,sub-31,1,22,vision,2,0.275,15.92317708,2.803134543,65,2936.758231,3335.234123,3336.735836,2.5,3339.23853,2,3341.240806,5,3346.22961,3349.032744,2
1323,sub-31,1,23,vision,1,0.05,29.55664063,9.644106241,95,2936.758231,3351.068307,3352.569971,3.5,3356.05707,2,3358.059249,5,3363.048063,3372.692169,3
1324,sub-31,1,24,vision,1,0.05,59.20572917,2.202483098,65,2936.758231,3375.712134,3377.213824,3,3380.217048,2,3382.219328,5,3387.208144,3389.410627,2
1325,sub-31,1,25,vision,2,0.275,82.54101563,5.990085964,35,2936.758231,3391.446269,3392.947767,3,3395.934386,2,3397.936571,5,3402.925379,3408.915465,4
1326,sub-31,2,1,pain,4,48,89.64388021,3.470625491,65,3423.312486,3423.314567,3424.81626,3,3427.768979,2,3429.771805,6,3435.811688,3439.282314,5
1327,sub-31,2,2,pain,2,46,65,2.786551917,65,3423.312486,3444.304478,3445.806135,2,3447.743485,2,3449.743856,5,3454.799292,3457.585844,5
1328,sub-31,2,3,pain,3,47,75.67122396,4.071304286,95,3423.312486,3462.607936,3464.109633,3,3467.048492,2,3469.048441,5,3474.103927,3478.175231,4
1329,sub-31,2,4,pain,5,49,90.66927083,3.720829484,5,3423.312486,3482.196297,3483.697963,2,3485.638079,2,3487.635531,6,3493.692271,3497.4131,2
1330,sub-31,2,5,pain,3,47,65.01106771,4.922131789,95,3423.312486,3499.448609,3500.950375,3.5,3504.376124,2,3506.372952,6,3512.42962,3517.351752,5
1331,sub-31,2,6,pain,2,46,53.94140625,1.718543155,65,3423.312486,3522.37398,3523.875513,2.5,3526.314473,2,3528.313829,6,3534.370445,3536.088989,5
1332,sub-31,2,7,pain,5,49,88.32942708,4.83865957,95,3423.312486,3541.111198,3542.612967,3,3545.55035,2,3547.551633,6,3553.608413,3558.447073,5
1333,sub-31,2,8,pain,1,45,46.80859375,2.669489311,65,3423.312486,3563.469323,3564.970963,2,3566.908564,2,3568.908565,5,3573.964204,3576.633693,5
1334,sub-31,2,9,pain,5,49,87.83854167,4.554947891,5,3423.312486,3581.656008,3583.157696,2,3585.095994,2,3587.095391,6,3593.152009,3597.706957,5
